title,artist,genre,tempo,mood_tags,combined_features
Dilko Geet,Sita Magar,Folk,105,"Calm,Romantic",sitamagar folk 105 calm romantic
Chhaya Dil,Shanti Rai,Folk,99,"Energetic,Romantic",shantirai folk 99 energetic romantic
Sagar Maya,Swoopna Suman,Lok Dohori,62,"Sad,Melancholic",swoopnasuman lok dohori 62 sad melancholic
Bishal Dhoon,Cobweb,Pop,99,"Romantic,Calm",cobweb pop 99 romantic calm
Rimjhim Yaad,Krishna Limbu,Modern,101,"Patriotic,Happy",krishnalimbu modern 101 patriotic happy
Bato Geet,Sita Rai,Pop,149,"Happy,Energetic",sitarai pop 149 happy energetic
Bishal Sugandha,Anju Panta,Gurung Folk,96,"Calm,Romantic",anjupanta gurung folk 96 calm romantic
Samjhana Sansaar,Sabin Rai,Tamang Selo,106,"Calm,Romantic",sabinrai tamang selo 106 calm romantic
Pari Jindagi,Bimal Yadav,Pop,99,"Happy,Calm",bimalyadav pop 99 happy calm
Pari Muskan,Gopal Rai,Rock,77,"Calm,Romantic",gopalrai rock 77 calm romantic
Chiso Sugandha,Bimal Rai,Bhajan,123,"Happy,Devotional",bimalrai bhajan 123 happy devotional
Dilko Muskan,Ramesh Sherpa,Modern,115,"Romantic,Energetic",rameshsherpa modern 115 romantic energetic
Aankhama Sparsha,Laxmi Thapa,Rock,116,"Energetic,Happy",laxmithapa rock 116 energetic happy
Jhilmil Geet,Laxmi Gurung,Pop,82,"Devotional,Calm",laxmigurung pop 82 devotional calm
Naya Dhoon,Shanti Yadav,Pop,128,"Romantic,Energetic",shantiyadav pop 128 romantic energetic
Joonko Pal,Laxmi Gurung,Pop,72,"Happy,Calm",laxmigurung pop 72 happy calm
Ujyaalo Biraha,Laxmi Yadav,Folk,112,"Sad,Melancholic",laxmiyadav folk 112 sad melancholic
Pahadko Biraha,Phosphenes,Lok Dohori,144,"Melancholic,Sad",phosphenes lok dohori 144 melancholic sad
Bato Dil,Hari Rai,Pop,80,"Happy,Calm",harirai pop 80 happy calm
Rimjhim Ujyaalo,Phosphenes,Pop,89,"Romantic,Calm",phosphenes pop 89 romantic calm
Pahadko Aankha,Ramesh Chhetri,Lok Dohori,102,"Romantic,Calm",rameshchhetri lok dohori 102 romantic calm
Rimjhim,Laxmi Thapa,Pop,90,"Happy,Calm",laxmithapa pop 90 happy calm
Jhilmil Yaad,Shanti Thapa,Folk,69,"Happy,Calm",shantithapa folk 69 happy calm
Mero Sparsha,Santosh Lama,Modern,101,"Romantic,Calm",santoshlama modern 101 romantic calm
Maya Jindagi,Krishna Tamang,Rock,79,"Sad,Melancholic",krishnatamang rock 79 sad melancholic
Jhilmil Sansaar,Tribal Rain,Rock,109,"Energetic,Happy",tribalrain rock 109 energetic happy
Raatko Milan,Narayan Gopal,Folk,82,"Romantic,Calm",narayangopal folk 82 romantic calm
Pahadko Milan,Laxmi Gurung,Pop,131,"Happy,Energetic",laxmigurung pop 131 happy energetic
Jindagi Sapana,Gopal Rai,Tamang Selo,84,"Romantic,Calm",gopalrai tamang selo 84 romantic calm
Sajhako Milan,Ramesh Chhetri,Folk,94,"Happy,Calm",rameshchhetri folk 94 happy calm
Lahara Katha,Shanti Yadav,Rock,116,"Happy,Energetic",shantiyadav rock 116 happy energetic
Rimjhim Chhaya,Laxmi Rai,Rock,75,"Romantic,Calm",laxmirai rock 75 romantic calm
Haatma Raat,Shanti Thapa,Lok Dohori,105,"Romantic,Calm",shantithapa lok dohori 105 romantic calm
Sagar Chhaya,Laxmi Gurung,Folk,126,"Sad,Melancholic",laxmigurung folk 126 sad melancholic
Haatma Aankha,Krishna Sherpa,Tamang Selo,68,"Energetic,Happy",krishnasherpa tamang selo 68 energetic happy
Pahadko Rimjhim,Santosh Lama,Folk,104,"Energetic,Romantic",santoshlama folk 104 energetic romantic
Pari Pal,Laxmi Gurung,Pop,105,"Happy,Calm",laxmigurung pop 105 happy calm
Mantra Yaad,Kutumba,Folk,116,"Romantic,Energetic",kutumba folk 116 romantic energetic
Koshi Sapana,Santosh Lama,Tamang Selo,75,"Sad,Melancholic",santoshlama tamang selo 75 sad melancholic
Sagar Ujyaalo,Sita Magar,Gurung Folk,74,"Energetic,Romantic",sitamagar gurung folk 74 energetic romantic
Dherai Aankha,Hari Yadav,Folk,110,"Calm,Romantic",hariyadav folk 110 calm romantic
Bishal Joon,Suman Gurung,Tamang Selo,106,"Patriotic,Happy",sumangurung tamang selo 106 patriotic happy
Dilko Lahara,Pashupati Sharma,Tamang Selo,105,"Energetic,Happy",pashupatisharma tamang selo 105 energetic happy
Raatko Yaad,Gopal Chhetri,Newari,107,"Energetic,Romantic",gopalchhetri newari 107 energetic romantic
Dherai Jindagi,Bipul Chettri,Rock,86,"Calm,Romantic",bipulchettri rock 86 calm romantic
Naya Andhakar,Albatross,Rock,105,"Energetic,Happy",albatross rock 105 energetic happy
Dherai Dil,Tara Devi,Pop,106,"Romantic,Calm",taradevi pop 106 romantic calm
Jindagi Sapana,Radha Sherpa,Folk,86,"Happy,Calm",radhasherpa folk 86 happy calm
Himal Andhakar,Gopal Limbu,Folk,137,"Sad,Melancholic",gopallimbu folk 137 sad melancholic
Basanta Andhakar,Sugam Pokharel,Modern,109,"Sad,Melancholic",sugampokharel modern 109 sad melancholic
Jhilmil Muskan,Gopal Chhetri,Tamang Selo,76,"Energetic,Happy",gopalchhetri tamang selo 76 energetic happy
Sagar Tara,Anju Panta,Folk,113,"Happy,Calm",anjupanta folk 113 happy calm
Chhaya Bato,Ram Krishna Dhakal,Folk,81,"Energetic,Romantic",ramkrishnadhakal folk 81 energetic romantic
Maya Din,The Shadows Nepal,Modern,116,"Energetic,Happy",theshadowsnepal modern 116 energetic happy
Dilko Jindagi,Ram Krishna Dhakal,Pop,123,"Romantic,Energetic",ramkrishnadhakal pop 123 romantic energetic
Andhakar Maya,Neetesh Jung Kunwar,Newari,84,"Energetic,Devotional",neeteshjungkunwar newari 84 energetic devotional
Pahadko Milan,Narayan Gopal,Pop,119,"Melancholic,Sad",narayangopal pop 119 melancholic sad
Sagar Sansaar,Radha Sherpa,Folk,108,"Romantic,Calm",radhasherpa folk 108 romantic calm
Bato Joon,Sabin Rai,Pop,116,"Calm,Romantic",sabinrai pop 116 calm romantic
Pahadko Biraha,Prakash Saput,Gurung Folk,138,"Romantic,Energetic",prakashsaput gurung folk 138 romantic energetic
Rimjhim Raat,Radha Sherpa,Lok Dohori,95,"Devotional,Calm",radhasherpa lok dohori 95 devotional calm
Basanta Ujyaalo,Pashupati Sharma,Modern,85,"Energetic,Happy",pashupatisharma modern 85 energetic happy
Bato Katha,Bimal Magar,Lok Dohori,82,"Romantic,Calm",bimalmagar lok dohori 82 romantic calm
Timro Geet,Sugam Pokharel,Modern,84,"Romantic,Calm",sugampokharel modern 84 romantic calm
Tadha Swar,Suman Gurung,Lok Dohori,98,"Happy,Calm",sumangurung lok dohori 98 happy calm
Samjhana Saath,Sita Rai,Rock,107,"Melancholic,Sad",sitarai rock 107 melancholic sad
Joonko Maya,Shanti Tamang,Lok Dohori,106,"Sad,Melancholic",shantitamang lok dohori 106 sad melancholic
Dherai Sparsha,Bimal Magar,Lok Dohori,117,"Devotional,Calm",bimalmagar lok dohori 117 devotional calm
Eklo Bato,Hari Magar,Pop,100,"Calm,Romantic",harimagar pop 100 calm romantic
Andhakar Bato,Bimal Magar,Folk,129,"Energetic,Happy",bimalmagar folk 129 energetic happy
Lahara Muskan,Pashupati Sharma,Rock,95,"Romantic,Calm",pashupatisharma rock 95 romantic calm
Eklo Sapana,Raju Lama,Modern,154,"Romantic,Energetic",rajulama modern 154 romantic energetic
Andhakar Swar,Ramesh Chhetri,Modern,113,"Happy,Energetic",rameshchhetri modern 113 happy energetic
Timro Dhoon,Ramesh Chhetri,Gurung Folk,83,"Happy,Calm",rameshchhetri gurung folk 83 happy calm
Dilko Tara,Kandara,Folk,79,"Energetic,Romantic",kandara folk 79 energetic romantic
Bishal Dil,Gopal Tamang,Pop,110,"Energetic,Happy",gopaltamang pop 110 energetic happy
Naya Ujyaalo,Hari Sherpa,Folk,96,"Devotional,Calm",harisherpa folk 96 devotional calm
Timro Biraha,Hemanta Rana,Rock,114,"Devotional,Calm",hemantarana rock 114 devotional calm
Lahara Muskan,Krishna Yadav,Rock,109,"Devotional,Calm",krishnayadav rock 109 devotional calm
Chhaya Mann,Ramesh Thapa,Pop,99,"Happy,Calm",rameshthapa pop 99 happy calm
Andhakar Pani,Hemanta Rana,Modern,83,"Calm,Romantic",hemantarana modern 83 calm romantic
Mero Mann,Devi Gharti,Gurung Folk,70,"Romantic,Calm",devigharti gurung folk 70 romantic calm
Sapana Pani,Melina Rai,Modern,91,"Romantic,Calm",melinarai modern 91 romantic calm
Aankhama Sapana,Hari Thapa,Pop,117,"Melancholic,Sad",harithapa pop 117 melancholic sad
Dherai Sugandha,Khem Raj Gurung,Lok Dohori,104,"Happy,Calm",khemrajgurung lok dohori 104 happy calm
Mero Sugandha,Shanti Chhetri,Lok Dohori,75,"Sad,Melancholic",shantichhetri lok dohori 75 sad melancholic
Raatko Raat,Bishnu Majhi,Pop,103,"Romantic,Calm",bishnumajhi pop 103 romantic calm
Sundar Muskan,Laxmi Yadav,Rock,108,"Energetic,Happy",laxmiyadav rock 108 energetic happy
Naya Aankha,Raju Lama,Bhajan,82,"Happy,Devotional",rajulama bhajan 82 happy devotional
Sundar Geet,Krishna Sherpa,Gurung Folk,103,"Happy,Calm",krishnasherpa gurung folk 103 happy calm
Pari Andhakar,Ramesh Limbu,Lok Dohori,101,"Energetic,Romantic",rameshlimbu lok dohori 101 energetic romantic
Ujyaalo Pani,Suman Gurung,Modern,77,"Happy,Calm",sumangurung modern 77 happy calm
Rimjhim Katha,Sita Magar,Rock,107,"Sad,Melancholic",sitamagar rock 107 sad melancholic
Sundar Geet,Laxmi Gurung,Modern,111,"Happy,Calm",laxmigurung modern 111 happy calm
Haatma Andhakar,Krishna Tamang,Newari,122,"Calm,Romantic",krishnatamang newari 122 calm romantic
Sapana Dil,Pashupati Sharma,Folk,121,"Romantic,Energetic",pashupatisharma folk 121 romantic energetic
Ganga Dil,Sita Thapa,Folk,72,"Romantic,Calm",sitathapa folk 72 romantic calm
Lahara Dhoon,Radha Sherpa,Newari,81,"Happy,Calm",radhasherpa newari 81 happy calm
Tadha Pani,Albatross,Lok Dohori,110,"Energetic,Happy",albatross lok dohori 110 energetic happy
Samjhana Chhaya,Bimal Rai,Gurung Folk,110,"Calm,Romantic",bimalrai gurung folk 110 calm romantic
Haatma Dil,Shanti Chhetri,Bhajan,110,"Energetic,Devotional",shantichhetri bhajan 110 energetic devotional
Chiso Dhoon,Hari Thapa,Folk,160,"Happy,Energetic",harithapa folk 160 happy energetic
Mantra Haath,Laxmi Tamang,Rock,111,"Romantic,Energetic",laxmitamang rock 111 romantic energetic
Chhaya Andhakar,Krishna Yadav,Pop,123,"Sad,Melancholic",krishnayadav pop 123 sad melancholic
Aankhama Saath,Radha Tamang,Gurung Folk,119,"Romantic,Energetic",radhatamang gurung folk 119 romantic energetic
Eklo Raat,Laxmi Tamang,Tamang Selo,113,"Sad,Melancholic",laxmitamang tamang selo 113 sad melancholic
Maya,Bimal Yadav,Folk,94,"Happy,Calm",bimalyadav folk 94 happy calm
Dherai Lahara,Gopal Rai,Pop,115,"Romantic,Energetic",gopalrai pop 115 romantic energetic
Mero Pani,Hemanta Rana,Folk,85,"Energetic,Romantic",hemantarana folk 85 energetic romantic
Joonko Bato,Suman Gurung,Folk,95,"Melancholic,Sad",sumangurung folk 95 melancholic sad
Tadha Tara,Tara Devi,Pop,90,"Romantic,Calm",taradevi pop 90 romantic calm
Tadha Maya,Laxmi Tamang,Folk,102,"Romantic,Calm",laxmitamang folk 102 romantic calm
Koshi Maya,Shanti Gurung,Pop,146,"Energetic,Happy",shantigurung pop 146 energetic happy
Pahadko Milan,Bimal Rai,Rock,63,"Romantic,Calm",bimalrai rock 63 romantic calm
Timro Pal,Hari Thapa,Pop,114,"Sad,Melancholic",harithapa pop 114 sad melancholic
Sapana Sparsha,Khem Raj Gurung,Folk,68,"Happy,Calm",khemrajgurung folk 68 happy calm
Basanta Yaad,1974 AD,Pop,91,"Calm,Romantic",1974ad pop 91 calm romantic
Aankhama Rimjhim,Shanti Chhetri,Lok Dohori,122,"Happy,Energetic",shantichhetri lok dohori 122 happy energetic
Timro Dil,Ramesh Sherpa,Newari,101,"Melancholic,Sad",rameshsherpa newari 101 melancholic sad
Jhilmil Lahara,Gopal Chhetri,Modern,78,"Sad,Melancholic",gopalchhetri modern 78 sad melancholic
Ganga Raat,Aruna Lama,Lok Dohori,86,"Romantic,Calm",arunalama lok dohori 86 romantic calm
Lahara Pani,Sabin Rai,Folk,114,"Calm,Romantic",sabinrai folk 114 calm romantic
Sundar Pani,Ramesh Yadav,Lok Dohori,85,"Sad,Melancholic",rameshyadav lok dohori 85 sad melancholic
Joonko Pani,Hari Rai,Pop,104,"Calm,Romantic",harirai pop 104 calm romantic
Chhaya Bato,Ram Krishna Dhakal,Pop,101,"Happy,Calm",ramkrishnadhakal pop 101 happy calm
Bato Din,Tara Devi,Lok Dohori,87,"Romantic,Calm",taradevi lok dohori 87 romantic calm
Maya Dhoon,Suman Rai,Rock,143,"Calm,Romantic",sumanrai rock 143 calm romantic
Ujyaalo Milan,Krishna Sherpa,Modern,113,"Romantic,Energetic",krishnasherpa modern 113 romantic energetic
Raatko Sugandha,Kutumba,Rock,60,"Romantic,Calm",kutumba rock 60 romantic calm
Rimjhim Lahara,Shanti Chhetri,Rock,104,"Sad,Melancholic",shantichhetri rock 104 sad melancholic
Ujyaalo Mann,Krishna Yadav,Tamang Selo,87,"Happy,Calm",krishnayadav tamang selo 87 happy calm
Tadha Katha,Laxmi Gurung,Folk,117,"Calm,Romantic",laxmigurung folk 117 calm romantic
Timro Aankha,Krishna Tamang,Pop,84,"Romantic,Calm",krishnatamang pop 84 romantic calm
Mantra Sugandha,Krishna Chhetri,Pop,98,"Melancholic,Sad",krishnachhetri pop 98 melancholic sad
Himal Biraha,Laxmi Gurung,Modern,110,"Happy,Energetic",laxmigurung modern 110 happy energetic
Ujyaalo Aankha,Sita Magar,Modern,117,"Energetic,Happy",sitamagar modern 117 energetic happy
Pahadko Joon,Bimal Yadav,Lok Dohori,76,"Happy,Calm",bimalyadav lok dohori 76 happy calm
Naya Chhaya,Gopal Sherpa,Folk,93,"Romantic,Calm",gopalsherpa folk 93 romantic calm
Dherai Sapana,Sita Magar,Modern,91,"Melancholic,Sad",sitamagar modern 91 melancholic sad
Sagar Dhoon,Hari Rai,Modern,87,"Happy,Calm",harirai modern 87 happy calm
Tadha Geet,Laxmi Thapa,Modern,135,"Sad,Melancholic",laxmithapa modern 135 sad melancholic
Samjhana Milan,Sita Yadav,Gurung Folk,108,"Melancholic,Sad",sitayadav gurung folk 108 melancholic sad
Tadha Sansaar,Ramesh Limbu,Rock,75,"Happy,Calm",rameshlimbu rock 75 happy calm
Sagar Din,Bimal Yadav,Bhajan,118,"Energetic,Devotional",bimalyadav bhajan 118 energetic devotional
Aankhama Sugandha,Phosphenes,Folk,142,"Romantic,Energetic",phosphenes folk 142 romantic energetic
Mantra Sparsha,Sita Yadav,Newari,121,"Happy,Devotional",sitayadav newari 121 happy devotional
Himal Tara,Bipul Chettri,Modern,70,"Happy,Calm",bipulchettri modern 70 happy calm
Maya Ujyaalo,Laxmi Gurung,Lok Dohori,90,"Happy,Calm",laxmigurung lok dohori 90 happy calm
Ujyaalo Mann,Sita Rai,Lok Dohori,125,"Sad,Melancholic",sitarai lok dohori 125 sad melancholic
Ujyaalo Katha,Krishna Chhetri,Pop,86,"Sad,Melancholic",krishnachhetri pop 86 sad melancholic
Pari Tara,Krishna Yadav,Lok Dohori,109,"Calm,Romantic",krishnayadav lok dohori 109 calm romantic
Ujyaalo Aankha,Laxmi Thapa,Rock,115,"Energetic,Happy",laxmithapa rock 115 energetic happy
Joonko Ujyaalo,Shanti Thapa,Pop,81,"Sad,Melancholic",shantithapa pop 81 sad melancholic
Pari Andhakar,Laxmi Gurung,Bhajan,99,"Romantic,Devotional",laxmigurung bhajan 99 romantic devotional
Sundar Andhakar,Laxmi Rai,Pop,60,"Happy,Calm",laxmirai pop 60 happy calm
Ujyaalo Tara,Ram Krishna Dhakal,Tamang Selo,80,"Happy,Calm",ramkrishnadhakal tamang selo 80 happy calm
Aankhama Ujyaalo,Suman Chhetri,Bhajan,95,"Energetic,Devotional",sumanchhetri bhajan 95 energetic devotional
Ganga Rimjhim,Badri Pangeni,Folk,75,"Happy,Calm",badripangeni folk 75 happy calm
Aankhama Raat,Albatross,Tamang Selo,133,"Romantic,Energetic",albatross tamang selo 133 romantic energetic
Dherai Sugandha,Laxmi Rai,Newari,71,"Energetic,Devotional",laxmirai newari 71 energetic devotional
Samjhana Sparsha,Laxmi Yadav,Rock,91,"Happy,Calm",laxmiyadav rock 91 happy calm
Tadha Raat,Hemanta Rana,Tamang Selo,103,"Calm,Romantic",hemantarana tamang selo 103 calm romantic
Sundar Dil,Laxmi Rai,Pop,129,"Happy,Energetic",laxmirai pop 129 happy energetic
Dilko Dil,Laxmi Gurung,Rock,71,"Happy,Calm",laxmigurung rock 71 happy calm
Basanta Katha,Prakash Saput,Modern,123,"Calm,Romantic",prakashsaput modern 123 calm romantic
Dherai Geet,Rajan Raj Shiwakoti,Modern,100,"Sad,Melancholic",rajanrajshiwakoti modern 100 sad melancholic
Koshi Din,Shanti Chhetri,Pop,80,"Devotional,Calm",shantichhetri pop 80 devotional calm
Phoolko Dhoon,Hari Rai,Rock,109,"Patriotic,Happy",harirai rock 109 patriotic happy
Eklo Raat,Laxmi Yadav,Pop,104,"Energetic,Happy",laxmiyadav pop 104 energetic happy
Lahara Maya,Shanti Chhetri,Lok Dohori,88,"Sad,Melancholic",shantichhetri lok dohori 88 sad melancholic
Naya Sparsha,Sita Yadav,Lok Dohori,101,"Happy,Calm",sitayadav lok dohori 101 happy calm
Chhaya,1974 AD,Tamang Selo,92,"Romantic,Calm",1974ad tamang selo 92 romantic calm
Pari Sansaar,Kandara,Pop,102,"Romantic,Calm",kandara pop 102 romantic calm
Andhakar Mann,Pramod Kharel,Pop,113,"Happy,Energetic",pramodkharel pop 113 happy energetic
Timro Sapana,Shanti Gurung,Folk,132,"Romantic,Energetic",shantigurung folk 132 romantic energetic
Pari Maya,Krishna Sherpa,Pop,75,"Energetic,Romantic",krishnasherpa pop 75 energetic romantic
Chiso Andhakar,Shanti Rai,Folk,143,"Romantic,Energetic",shantirai folk 143 romantic energetic
Jhilmil Tara,Laxmi Thapa,Newari,61,"Energetic,Devotional",laxmithapa newari 61 energetic devotional
Maya Jindagi,Suman Rai,Folk,97,"Romantic,Calm",sumanrai folk 97 romantic calm
Rimjhim Saath,Gopal Tamang,Folk,112,"Energetic,Romantic",gopaltamang folk 112 energetic romantic
Maya Chhaya,Suman Gurung,Pop,106,"Sad,Melancholic",sumangurung pop 106 sad melancholic
Pahadko Geet,Shanti Thapa,Lok Dohori,88,"Happy,Calm",shantithapa lok dohori 88 happy calm
Ujyaalo Bato,Anju Panta,Lok Dohori,96,"Melancholic,Sad",anjupanta lok dohori 96 melancholic sad
Sagar Joon,Hari Thapa,Pop,104,"Calm,Romantic",harithapa pop 104 calm romantic
Rimjhim Aankha,Ramesh Sherpa,Lok Dohori,103,"Sad,Melancholic",rameshsherpa lok dohori 103 sad melancholic
Basanta Sapana,Bimal Rai,Folk,114,"Happy,Calm",bimalrai folk 114 happy calm
Pahadko Dhoon,Suman Gurung,Modern,62,"Romantic,Calm",sumangurung modern 62 romantic calm
Dherai Mann,Laxmi Gurung,Folk,117,"Energetic,Happy",laxmigurung folk 117 energetic happy
Joonko Geet,Shanti Chhetri,Rock,91,"Romantic,Calm",shantichhetri rock 91 romantic calm
Sapana Saath,Laxmi Rai,Folk,87,"Happy,Calm",laxmirai folk 87 happy calm
Jhilmil Dhoon,Krishna Yadav,Pop,99,"Energetic,Happy",krishnayadav pop 99 energetic happy
Pari Swar,Sita Magar,Folk,113,"Calm,Romantic",sitamagar folk 113 calm romantic
Aankhama Tara,Hari Rai,Modern,104,"Romantic,Energetic",harirai modern 104 romantic energetic
Mero Geet,Laxmi Thapa,Folk,123,"Sad,Melancholic",laxmithapa folk 123 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,91,"Energetic,Romantic",krishnachhetri rock 91 energetic romantic
Tadha Mann,Suman Rai,Pop,115,"Happy,Calm",sumanrai pop 115 happy calm
Ujyaalo Sapana,Laxmi Gurung,Lok Dohori,80,"Romantic,Calm",laxmigurung lok dohori 80 romantic calm
Sundar Joon,Sita Yadav,Folk,112,"Energetic,Happy",sitayadav folk 112 energetic happy
Dilko Raat,Ramesh Limbu,Pop,95,"Calm,Romantic",rameshlimbu pop 95 calm romantic
Joonko Sansaar,Shanti Thapa,Modern,108,"Sad,Melancholic",shantithapa modern 108 sad melancholic
Pahadko Tara,Hari Sherpa,Gurung Folk,84,"Happy,Calm",harisherpa gurung folk 84 happy calm
Sagar Swar,Laxmi Yadav,Folk,102,"Romantic,Calm",laxmiyadav folk 102 romantic calm
Timro Mann,Krishna Tamang,Pop,119,"Energetic,Happy",krishnatamang pop 119 energetic happy
Chhaya Geet,Sita Rai,Lok Dohori,90,"Sad,Melancholic",sitarai lok dohori 90 sad melancholic
Sapana Joon,Laxmi Gurung,Folk,106,"Romantic,Calm",laxmigurung folk 106 romantic calm
Jhilmil Sapana,Shanti Chhetri,Modern,111,"Happy,Energetic",shantichhetri modern 111 happy energetic
Dherai Tara,Hari Thapa,Pop,87,"Calm,Romantic",harithapa pop 87 calm romantic
Ujyaalo Raat,Ramesh Sherpa,Rock,104,"Energetic,Happy",rameshsherpa rock 104 energetic happy
Basanta Mann,Suman Gurung,Folk,92,"Happy,Calm",sumangurung folk 92 happy calm
Pahadko Swar,Laxmi Rai,Lok Dohori,115,"Romantic,Energetic",laxmirai lok dohori 115 romantic energetic
Sundar Sapana,Krishna Yadav,Pop,80,"Sad,Melancholic",krishnayadav pop 80 sad melancholic
Joonko Dhoon,Sita Magar,Folk,108,"Calm,Romantic",sitamagar folk 108 calm romantic
Timro Swar,Hari Rai,Modern,99,"Happy,Calm",harirai modern 99 happy calm
Mero Sapana,Laxmi Thapa,Pop,112,"Romantic,Energetic",laxmithapa pop 112 romantic energetic
Samjhana Geet,Krishna Chhetri,Rock,105,"Sad,Melancholic",krishnachhetri rock 105 sad melancholic
Tadha Joon,Suman Rai,Folk,90,"Happy,Calm",sumanrai folk 90 happy calm
Ujyaalo Swar,Laxmi Gurung,Lok Dohori,116,"Energetic,Happy",laxmigurung lok dohori 116 energetic happy
Sundar Mann,Sita Yadav,Folk,84,"Romantic,Calm",sitayadav folk 84 romantic calm
Dilko Sapana,Ramesh Limbu,Pop,107,"Happy,Calm",rameshlimbu pop 107 happy calm
Joonko Tara,Shanti Thapa,Modern,95,"Sad,Melancholic",shantithapa modern 95 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,110,"Calm,Romantic",harisherpa gurung folk 110 calm romantic
Sagar Mann,Laxmi Yadav,Folk,88,"Happy,Calm",laxmiyadav folk 88 happy calm
Timro Geet,Krishna Tamang,Pop,103,"Romantic,Calm",krishnatamang pop 103 romantic calm
Chhaya Sapana,Sita Rai,Lok Dohori,117,"Energetic,Happy",sitarai lok dohori 117 energetic happy
Sapana Raat,Laxmi Gurung,Folk,80,"Sad,Melancholic",laxmigurung folk 80 sad melancholic
Jhilmil Swar,Shanti Chhetri,Modern,108,"Happy,Calm",shantichhetri modern 108 happy calm
Dherai Joon,Hari Thapa,Pop,114,"Romantic,Energetic",harithapa pop 114 romantic energetic
Ujyaalo Mann,Ramesh Sherpa,Rock,90,"Calm,Romantic",rameshsherpa rock 90 calm romantic
Basanta Geet,Suman Gurung,Folk,105,"Happy,Calm",sumangurung folk 105 happy calm
Pahadko Sapana,Laxmi Rai,Lok Dohori,92,"Sad,Melancholic",laxmirai lok dohori 92 sad melancholic
Sundar Swar,Krishna Yadav,Pop,116,"Energetic,Happy",krishnayadav pop 116 energetic happy
Joonko Raat,Sita Magar,Folk,87,"Romantic,Calm",sitamagar folk 87 romantic calm
Timro Sapana,Hari Rai,Modern,110,"Happy,Calm",harirai modern 110 happy calm
Mero Swar,Laxmi Thapa,Pop,95,"Calm,Romantic",laxmithapa pop 95 calm romantic
Samjhana Sapana,Krishna Chhetri,Rock,108,"Sad,Melancholic",krishnachhetri rock 108 sad melancholic
Tadha Geet,Suman Rai,Folk,112,"Energetic,Happy",sumanrai folk 112 energetic happy
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,80,"Happy,Calm",laxmigurung lok dohori 80 happy calm
Sundar Tara,Sita Yadav,Folk,104,"Romantic,Calm",sitayadav folk 104 romantic calm
Dilko Swar,Ramesh Limbu,Pop,117,"Energetic,Happy",rameshlimbu pop 117 energetic happy
Joonko Sapana,Shanti Thapa,Modern,90,"Sad,Melancholic",shantithapa modern 90 sad melancholic
Pahadko Raat,Hari Sherpa,Gurung Folk,115,"Calm,Romantic",harisherpa gurung folk 115 calm romantic
Sagar Geet,Laxmi Yadav,Folk,88,"Happy,Calm",laxmiyadav folk 88 happy calm
Timro Raat,Krishna Tamang,Pop,106,"Romantic,Calm",krishnatamang pop 106 romantic calm
Chhaya Swar,Sita Rai,Lok Dohori,95,"Sad,Melancholic",sitarai lok dohori 95 sad melancholic
Sapana Mann,Laxmi Gurung,Folk,110,"Energetic,Happy",laxmigurung folk 110 energetic happy
Jhilmil Geet,Shanti Chhetri,Modern,84,"Happy,Calm",shantichhetri modern 84 happy calm
Dherai Swar,Hari Thapa,Pop,108,"Romantic,Calm",harithapa pop 108 romantic calm
Ujyaalo Sapana,Ramesh Sherpa,Rock,116,"Energetic,Happy",rameshsherpa rock 116 energetic happy
Basanta Raat,Suman Gurung,Folk,90,"Sad,Melancholic",sumangurung folk 90 sad melancholic
Pahadko Mann,Laxmi Rai,Lok Dohori,112,"Calm,Romantic",laxmirai lok dohori 112 calm romantic
Sundar Geet,Krishna Yadav,Pop,87,"Happy,Calm",krishnayadav pop 87 happy calm
Joonko Swar,Sita Magar,Folk,104,"Romantic,Calm",sitamagar folk 104 romantic calm
Timro Geet,Hari Rai,Modern,117,"Energetic,Happy",harirai modern 117 energetic happy
Mero Raat,Laxmi Thapa,Pop,95,"Sad,Melancholic",laxmithapa pop 95 sad melancholic
Samjhana Swar,Krishna Chhetri,Rock,110,"Calm,Romantic",krishnachhetri rock 110 calm romantic
Tadha Sapana,Suman Rai,Folk,88,"Happy,Calm",sumanrai folk 88 happy calm
Ujyaalo Raat,Laxmi Gurung,Lok Dohori,106,"Romantic,Calm",laxmigurung lok dohori 106 romantic calm
Sundar Sapana,Sita Yadav,Folk,115,"Energetic,Happy",sitayadav folk 115 energetic happy
Dilko Geet,Ramesh Limbu,Pop,80,"Sad,Melancholic",rameshlimbu pop 80 sad melancholic
Joonko Mann,Shanti Thapa,Modern,108,"Happy,Calm",shantithapa modern 108 happy calm
Pahadko Swar,Hari Sherpa,Gurung Folk,92,"Calm,Romantic",harisherpa gurung folk 92 calm romantic
Sagar Raat,Laxmi Yadav,Folk,117,"Romantic,Energetic",laxmiyadav folk 117 romantic energetic
Timro Sapana,Krishna Tamang,Pop,90,"Happy,Calm",krishnatamang pop 90 happy calm
Chhaya Raat,Sita Rai,Lok Dohori,104,"Sad,Melancholic",sitarai lok dohori 104 sad melancholic
Sapana Geet,Laxmi Gurung,Folk,88,"Calm,Romantic",laxmigurung folk 88 calm romantic
Jhilmil Raat,Shanti Chhetri,Modern,116,"Energetic,Happy",shantichhetri modern 116 energetic happy
